Word,Positive Score,Negative Score
ਖਸੂਸੀਅਤ,0.125,0.0
ਜਾਦੂਗਰ,0.125,0.125
ਜਰਾਸੀਮ,0.0,0.0
ਛਵਾ,0.0,0.0
ਜਕੜ,0.0,0.0
ਸੁੰਨਸਾਨ,0.45833334,0.5625
ਜਗਤ,0.0,0.0
ਵਿਦੇਸ਼,0.083333336,0.083333336
ਕਾਰਗੁਜਾਰੀ,0.22916667,0.25
ਵਾਂਢਾ,0.0,0.0
ਨਟਬਾਜੀ,0.0,0.0
ਧੁੰਧਲਕਾ,0.0,0.125
ਗੁਤਾਵਾ,0.0,0.0
ਉਤਾਂਹ,0.0,0.125
ਜਗਹ,0.0,0.0
ਘੇਰਾਬੰਧੀ,0.0,0.0
ਅਲਵਿਦਾ,0.1875,0.25
ਫੜਕਣਾ,0.375,0.3125
ਹਲ-ਚਲ,0.125,0.3125
ਗੁੱਜਰੀ,0.0,0.0
ਸ੍ਵਾਧੀਨ,0.34375,0.65
ਪਹੁੰਚਣਾ,0.125,0.0
ਪਾਪਤ_ਕਰਵਾਉਣਾ,0.16666667,0.0
ਅਹਿਲਮਦ,0.0,0.0
ਮਿਲਵਰਤਣ,0.0,0.0
ਅਪੜਾਉਣਾ,0.0,0.0
ਹੌਂਕਣਾ,0.3125,0.1875
ਇਕਜੁੱਟ_ਹੋਣਾ,0.125,0.0
ਅਹਿਮੀਅਤ_ਦੇਣਾ,0.375,0.0
ਹਮਦਰਦੀ,0.0,0.625
ਹੌਂਕਣੀ,0.0,0.25
ਕੰਕਰ,0.0,0.0
ਗੰਧਕੀ,0.0,0.0
ਚੰਗਿਆੜਾ,0.125,0.0
ਟ੍ਰੱਕ,0.25,0.0
ਲਿਹਾਜ,0.4642857,0.39285713
ਨੇਸਤੋਨਾਬੂਦ,0.375,0.375
ਲੇਟਣੀਆਂ_ਖਵਾਉਣਾ,0.0,0.0
ਰੈਡਕਿਲਫ_ਹਾਲ,0.31944445,0.2
ਸੁੰਨਸਾਣ,0.45833334,0.5625
ਫਿਟਕਾਰਨਾ,0.0,0.5
ਸੰਗਮਰਮਰ,0.0,0.0
ਤੁਕਬੰਦੀ,0.125,0.125
ਗੋਲ੍ਹਾ,0.5,0.0
ਸਾਂਝਦਾਰ,0.125,0.0
ਕ੍ਰਮ,0.125,0.0625
ਹਾਵ_ਭਾਵ,0.25,0.0625
ਗੋਲਾ-ਬਾਰੀ,0.0,0.0
ਸਿਹਤਯਾਬੀ,0.0,0.5
ਅਜਾਦੀ,0.0,0.25
ਅਟੇਰਨ,0.0,0.0
ਵਿਹਲੜਾਂ,0.125,0.5416667
ਛੇੜਛਾੜ_ਕਰਨਾ,0.0,0.25
ਇਸੇ_ਸਥਾਨ_ਤੇ,0.0,0.0
ਦਰਵਾਜਾ,0.0,0.0
ਮਿਲਵਰਤਨ,0.0,0.0
ਚਿਤੰਨ,0.42857143,0.375
ਧੜੱਲੇਦਾਰ,0.25,0.125
ਸੋਹਲਾ,0.0,0.0
ਡੁੰਗਣਾ,0.125,0.125
ਥੁੰਨੀ,0.0,0.0
ਸਹਿਭਾਗ,0.0,0.0
ਤਸਕਰ,0.0,0.25
ਛੱਲਾਂ,0.0,0.5
ਵਚਨ_ਵੱਧ,0.25,0.0
ਅਕਿਰਿਆਸ਼ੀਲ,0.33333334,0.5
ਲੰਗਰ_ਛੱਕਣਾ_(ਧਾਰਮਿਕ_ਖੇਤਰ_ਵਿਚ)},0.20833333,0.25
ਅਪਾਦਾਨ,0.1875,0.21875
ਉਨਤੋਦਰਤਾ,0.0,0.0
ਵਿਸ਼ੇਸ਼ਅੰਗਤਾ,0.375,0.0
ਮਹੀਨੇਵਾਰਿਕ,0.0,0.125
ਈਸਾਈਆ,0.375,0.125
ਪ੍ਰੇਮ,0.375,0.125
ਛਹੀ,0.0,0.0
ਛਹਿ,0.0,0.0
ਵਾਂਝੇ,0.125,0.5
ਆਦਰਸ਼ਵਾਦ,0.125,0.0
ਮੇਹਰਬਾਨੀ,0.125,0.125
ਸਿਸਕਣਾ,0.0,0.125
ਡਿਸਕਾਊਂਟ,0.0,0.0
ਉਨਤੀ,0.25,0.0625
ਛਹੇ,0.0,0.0
ਮੁਖ਼ਬਰ,0.125,0.0
ਜਬਰਦਸਤ,0.28333333,0.4107143
ਅਧਿਆਏ,0.0,0.0
ਅਜਾਤੀ,0.125,0.4375
ਜਾਗਣਾ,0.20833333,0.25
ਚੜਸਾ,0.0,0.25
ਬਿਸਤਰਾ,0.0,0.0
ਅਲਾਣਾ,0.0,0.0
ਕਉਤਕ,0.75,0.375
ਗਰੋਹ,0.25,0.0
ਕਨੂੰਨਸਾਜ਼,0.0,0.0
ਤੁਲਨਾ,0.25,0.25
ਮੂੰਹ_ਦੇ_ਬਲ,0.29166666,0.125
ਨਾਮਜ਼ਦ_ਕਰਨਾ,0.0,0.0
ਮੁੱਕ_ਜਾਣਾ,0.3125,0.25
ਉਨਤੋਦਰ,0.0,0.0
ਚਰਮਕਾਰ,0.0,0.0
ਪ੍ਰੈਯ,0.0,0.0
ਅਧਿਆਇ,0.0,0.0
ਲੋਚਿਆ,0.0,0.0
ਇਜਰਾਨ,0.0,0.0
ਜਾਸੂਸ,0.125,0.0
ਅਗਵਾਨੀ,0.34375,0.125
ਛਾਏ,0.0,0.0
ਉਘੜਨਾ,0.0,0.0
ਜ਼ਰਾਇਤ,0.0,0.0
ਕਨਟੋਪ,0.0,0.25
ਛਾਟ,0.375,0.5
ਪ੍ਰਫੁੱਲਤਾ,0.0,0.0
ਸਿੰਘਣੀ,0.0,0.0
ਛੇਕਾਨੁਪ੍ਰਾਸ,0.09375,0.125
ਘਟਵਾਂ,0.25,0.1875
ਉਪ-ਪਤੀ,0.1875,0.0
ਅੱੜਾਉਣਾ,0.25,0.21875
ਕਿਰਿਬੈਟੀ_ਡਾਲਰ,0.0,0.0
ਮੁਲਾਕਾਤ_ਕਰਨਾ,0.125,0.0
ਛਾਂ,0.3125,0.22222222
ਰਾਜ_ਦਰਬਾਰ,0.0625,0.0625
ਖਿਝਾਉਣਾ,0.25,0.3068182
ਹਿਰਦਾ,0.3,0.25
ਸਰੋਤ,0.0,0.375
ਮੁਕਤੀ,0.0,0.25
ਬਦਸ਼ਕਲੀ,0.0,0.75
ਸਰੋਦ,0.875,0.0
ਬਹੁਤ_ਜ਼ਿਆਦਾ,0.26104084,0.48085058
ਧੰਨਵਾਦੀ,0.5416667,0.3125
ਸ਼ਿਰਸਾ_ਸ਼ਹਿਰ,0.5,0.0
ਪੋਲਿਸੀ,0.29166666,0.29166666
ਛਿਪ,0.0,0.0
ਤੇਜ਼_ਨੋਕ_ਵਾਲਾ,0.3272059,0.375
ਅਨੁਪਾਤੀ,0.0,0.0
ਜੁਟਿਆ,0.0,0.0
ਛਿਲ,0.0,0.0
ਕੰਜਕ,0.0,0.125
ਜਠਰ,0.25,0.0
ਵਿਵਾਦ_ਰਹਿਤ,0.25,0.5
ਅਸਮਰਥ,0.20833333,0.53125
ਵਿਖਾਉਣਾ,0.125,0.5
ਟੋਕਾ,0.0,0.0
ਨ੍ਹਵਾਉਣਾ,0.0625,0.14583333
ਰੱਕਣਾ,0.0,0.125
ਮੁਸੰਮੀ,0.125,0.0
ਜ਼ਿਰਾੱਕਸ,0.3125,0.25
ਛੀਟ,0.0,0.0
ਹਸਤਾਖਰਿਤ,0.0,0.0
ਆਖੇਪਕ,0.25,0.1875
ਵੈੱਲ,0.1875,0.375
ਛਾਪ,0.125,0.25
ਦਾਨਵ,0.625,0.1875
ਅਨੁਵਾਦਕ,0.0,0.0
ਛਾਣ,0.0,0.0
ਜਟਲ,0.125,0.625
ਦਾਨਾ,0.525,0.125
ਛਾਰ,0.0,0.0
ਉਕਰਾਂ,0.0,0.0
ਹਰਾਮਕਾਰ,0.125,0.375
ਤਹਿਵੀਲਦਾਰ,0.0,0.0
ਹੀਣਿਆਂ,0.0,0.125
ਛਾਹ,0.0,0.0
ਸਰਪਲਸ,0.125,0.375
ਦਾਨੇ,0.0,0.0
ਤਕੀਆ,0.22916667,0.25
ਕੰਚਨ,0.375,0.35416666
ਦਾਨੀ,0.0,0.0625
ਨਿਰਪੱਖ,0.32142857,0.39285713
ਨਿਓਟਾ,0.0,0.375
ਛਾਲ਼,0.25,0.25
ਤੁਲਤਾ,0.0,0.0
ਛਿਣ,0.25,0.375
ਸਾਕਸ਼ਾਤ,0.125,0.0
ਤਰਿਸਕਾਰ,0.0,0.25
ਡਵੀਜ਼ਨ,0.21875,0.125
ਅਛੇਦ,0.5,0.75
ਬਲਵੰਡ,0.375,0.125
ਦਿਆਲ,0.640625,0.6875
ਬਲਵੰਤ,0.375,0.125
ਛੁਪ,0.0,0.125
ਦੇਖਣਾ,0.3068182,0.1875
ਚੌਹਠਵਾਂ,0.0,0.0
ਪ੍ਰਭਾਵ_ਖੇਤਰ,0.25,0.25
ਖੁਣਸੀ,0.33333334,0.5
ਤ੍ਰਿਸ਼ਣਾ,0.28125,0.27083334
ਛੁਹ,0.375,0.20833333
ਅਧਵਾੜਾ,0.0,0.0
ਧੁਨੀ,0.578125,0.15625
ਗੁੰਝਲ਼ਦਾਰ,0.125,0.3125
ਅਲਵਿਦਾ_ਕਹਿਣਾ,0.375,0.421875
ਛੂਤ,0.33333334,0.125
ਸੁੰਗੇੜਨਾ,0.25,0.1875
ਛੂਟ,0.25,0.125
ਪ੍ਰੌੜ,0.33333334,0.0625
ਤਾਨਾਸ਼ਾਹੀ_ਸ਼ਾਸ਼ਾਨ,0.0,0.0
ਨੱਥਣਾ,0.125,0.25
ਜਾਣਕਾਰ,0.33333334,0.16666667
ਹੈਂਕੜਬਾਜ,0.5416667,0.375
ਵਿਅਰਥ,0.125,0.5
ਗੋਲ਼ਾਬਾਰੀ,0.0,0.0
ਵਿਉਪਾਰਕ,0.0625,0.0
ਭਰਪੂਰ,0.0,0.375
ਬਹੁਮੁੱਲਿਆਂ,0.375,0.0
ਟੋਕਨ,0.125,0.0
ਛਿੜ,0.125,0.475
ਆਂਤਰਿਕ,0.125,0.0
ਛਾਣਾ,0.0,0.0
ਕਲੀਗਰ,0.0,0.0
ਉਨਮਤ,0.25,0.41666666
ਡੰਕ_ਮਾਰਨਾ,0.0,0.6041667
ਨਿਓਜਨ,0.0,0.0
ਫਿਟਕਾਰ,0.0,0.5
ਜਿਹਨੀਅਤ,0.25,0.0
ਜਤਨ,0.25,0.45833334
ਗੁਜ਼ਾਰਾ,0.375,0.15625
ਸ਼ੰਕਾ,0.18333334,0.3897059
ਕੰਗਨ,0.0,0.0
ਜਤਾ,0.20833333,0.0
ਨਮਾਇੰਦਾ,0.0,0.0
ਨਿਯੰਤਰਣ_ਕਮੇਟੀ,0.0,0.0
ਦਾਣਾ,0.16666667,0.33333334
ਕੰਗਣ,0.0,0.0
ਜਾਲ੍ਹਸਾਜੀ,0.625,0.0
ਹਿਮੰਤ,0.296875,0.34375
ਜਣਨ,0.0,0.625
ਦਰਵਣਾ,0.21875,0.16666667
ਬੁਹਾਰਨਾ,0.0,0.0
ਤੜਿੰਗ,0.25,0.55
ਠਹਿਰਨਾ,0.15625,0.375
ਜਣਾ,0.16666667,0.25
ਦੁਬਿਧਾ,0.25,0.5416667
ਛੂਹ,0.375,0.20833333
ਅਵਿਨਾਸ਼,0.0,0.25
ਦਾਤਾ,0.0,0.125
ਅਜਾਦ_ਹੋਣਾ,0.125,0.125
ਜਣੀ,0.0,0.0
ਸੰਸਕ੍ਰਿਤੀ,0.53125,0.125
ਚਾਣਨੀ,0.0,0.0
ਰੁਪਿਆ,0.0,0.0
ਟੁੱਕੜਬੋਚ,0.375,0.25
ਮੁਨਾਸਿਬ,0.42261904,0.1875
ਸਾਫ_ਕਰਨਾ,0.075,0.125
ਥੱਕਿਆ,0.25,0.0
ਬੁਣਾਈ_ਕਰਨਾ,0.0,0.0
ਸਥਗਿਤ_ਹੋਣਾ,0.0625,0.275
ਸਹਿਮਤੀ,0.375,0.3125
ਦੇਵ_ਲੋਕ,0.1875,0.083333336
ਵਿਗਿਆਪਿਤ_ਅਗਾਹ,0.375,0.0
ਕੰਙਣ,0.0,0.0
ਕੰਘਾ,0.125,0.0
ਪਰਛਾਈ,0.0,0.0
ਕੰਘੀ,0.0625,0.0
ਛਾਤੀ,0.125,0.25
ਅੱਤਵਾਦ,0.0,0.0
ਛਾਤਾ,0.0,0.0
ਪਿਆਦਾ,0.125,0.0
ਲਿਖੀਦਾ,0.0,0.0
ਹਰਾਮਖ਼ੋਰ,0.5625,0.5
ਸਹਿਮਣਾ,0.25,0.3125
ਚੁਗਿਰਦਾ,0.125,0.0
ਵ੍ਰਸ਼ਾ,0.0,0.0
ਅਛੂਤ,0.0,0.41666666
ਭਲਕੇ,0.0,0.0
ਧੂਈਂ,0.0,0.125
ਜਥਾ,0.33333334,0.5625
ਗਠਜੋੜ,0.0,0.0
ਕਸਰਤੀ,0.25,0.0
ਸੱਭਿਆਚਾਰ,0.375,0.0
ਖੜਕਾਉਣਾ,0.16666667,0.33333334
ਅਵਤਾਰ,0.125,0.0
ਹੰਕਾਰੀ,0.375,0.4
ਜੁਦਾ,0.375,0.45
ਫਲੀਤਾ,0.0,0.0
ਜਨਮ,0.0,0.0
ਨਿਸ਼ਾਨ,0.25,0.25
ਸਦਬਿਰਤੀ,0.5,0.0
ਅਭਿਆਸ_ਪੁਸਤਕ,0.25,0.16666667
ਸੁਖਾਉਣਾ,0.0,0.0
ਚੁਗਿਰਦੇ,0.125,0.0
ਅਜੰਟ,0.5,0.0
ਗੁਣਹੀਣ,0.0,0.5
ਗਣਤੰਤਰ,0.0,0.0
ਲੱਭਣਾ,0.0,0.0
ਟਪਾਰ,0.33333334,0.5
ਇਕਾਹਠ,0.0,0.0
ਗੁਣਹੀਨ,0.125,0.625
ਆਪਸਦਾਰੀ,0.0,0.125
ਉੱਪਰਲਾ,0.375,0.225
ਉਪਾਓ,0.125,0.125
ਕਾਬਲੇਦੀਦ,0.75,0.0
ਸੁਖੈਨਤਾ,0.125,0.875
ਨਿਰੋਧਕ,0.0,0.0
ਹਮੇਲਾਂ,0.0,0.0
ਉੱਪਰਲੀ,0.0,0.25
ਨਿਕਚੂ,0.0,0.75
ਬਿਜੜਾ,0.0,0.0
ਛੇਕ,0.125,0.25
ਸਿਗਨਲ,0.15,0.083333336
ਕਥਾਕਾਰ,0.0,0.0
ਛੇਜ,0.0,0.0
ਰਾਣੀਏ,0.0,0.0
ਛੇਦ,0.125,0.25
ਟਹਿਕਵਾਂ,0.5,0.125
ਅਟਕਲ,0.0,0.0
ਮਿਊਜ਼ਿਕ_ਡਾਇਰੈਕਟਰ,0.0,0.0
ਅਡੰਬਰ,0.375,0.3125
ਰੋਪਣਾ,0.0,0.0
ਉਪਸਿਧਾਂਤ,0.125,0.0
ਸੁਜੋਗ,0.125,0.0
ਦੁਮਦਾਰ,0.0,0.0
ਤੋਰੀਂ,0.0,0.0
ਵਿਰੋਧੀ-ਅਰਥ,0.0,0.0
ਜਪੀ,0.125,0.125
ਛੋਂ,0.0,0.0
ਵਲ਼ਦਾਰ,0.125,0.25
ਅੱਲਵਲੱਲਾ,0.375,0.25
ਮੁਟੇਰਾ,0.0,0.0
ਝੁੰਜਲ਼ਾਉਣਾ,0.0,0.5625
ਛੈਲ,0.5833333,0.0
ਮੁਤਵਜੋ,0.25,0.0
ਤੋਰਿਓ,0.0,0.0
ਸੋਚਨਾ,0.28125,0.125
ਹਿਲਾਉਣਾ_ਚਲਾਉਣਾ,0.25,0.3
ਪੱਖਪਾਤਪੂਰਣ,0.375,0.0
ਜਪਤ,0.0,0.0
ਟਪਾਈ,0.0,0.0
ਛੇੜ,0.3125,0.45833334
ਜਾਂਘੀਆ,0.0,0.0
ਉਦੇਸ਼ਾਤਮਿਕ,0.4375,0.25
ਉਪੜਵਾਉਣਾ,0.0,0.0
ਡਰਿਲ,0.0,0.0
ਵਰਤਮਾਨ_ਕਾਲ,0.0,0.125
ਉੱਨ੍ਹੀਵਾਂ,0.0,0.0
ਸੈਲਾਬ,0.0,0.5
ਨੁਚਾਈ,0.0,0.0
ਦੀਰਘ,0.225,0.4
ਕਬਜ਼ਾ,0.1875,0.125
ਛੱਡ_ਦੇਣਾ,0.375,0.421875
ਜਬਰ,0.0,0.375
ਅਰਕੋਲ,0.5,0.0
ਸੰਦਰਭ,0.0,0.0
ਧਨਹੀਣ,0.0,0.46875
ਰਸਾਇਣਕ,0.0,0.0
ਛੋਹ,0.3375,0.265625
ਕੱਕਰੀ,0.0,0.0
ਧੁੱਪ,0.1875,0.75
ਕਰੜਾਈ,0.2857143,0.30833334
ਅਲਿਖਤ,0.375,0.45833334
ਅਸ਼ਨਾਨ,0.0,0.0
ਦੁਅਰਥਾ,0.16666667,0.33333334
ਬਰੀਕ,0.4375,0.625
ਸੰਯੁਕਤ_ਰੂਪ_ਨਾਲ,0.26086956,0.17708333
ਮਾਧਮਿਕ,0.0,0.0
ਧੁੱਸ,0.25,0.25
ਉਪਮੇਯ,0.5,0.0
ਜਫਰ,0.125,0.5297619
ਉਮੈਦਵਾਰੀ,0.375,0.0
ਬੁੱਧੀਮਾਨ,0.0,0.0
ਛੋਟ,0.25,0.25
ਜਫਾ,0.25,0.525
ਅਪਰਾਧਣ,0.125,0.5
ਮੁਹਾਣ,0.0,0.0
ਖਰਾਸ਼,0.125,0.25
ਜਬਤ,0.125,0.25
ਖਰਾਬ,0.234375,0.54924244
ਐਥਲੈਟਿਕਸ,0.2867647,0.375
ਸੰਯੁਕਤ,0.25,0.0
ਉਥਾਨਕਾ,0.25,0.0
ਟ੍ਰਾਂਸਮੀਟਰ,0.0,0.0
ਝੁਲ਼ਸਾਉਣਾ,0.125,0.0
ਤਾਬੇਦਾਰੀ,0.25,0.25
ਮੁਹਾਲ,0.125,0.625
ਜ਼ਿਰਾਕਸ-ਕਾਪੀ,0.3125,0.25
ਖਰਾਦ,0.0,0.0
ਸਲਫ਼ਰ,0.0,0.0
ਚੁੰਧਿਆਉਣਾ,0.875,0.0
ਖਰੂਦ,0.29166666,0.0
ਕੁਧਰਮੀ,0.125,0.4375
ਘਸਵੱਟੀ,0.0,0.0
ਜਮਾ,0.0,0.0
ਗੁਆਂਢੀ,0.0,0.0
ਅਪਰਾਧੀ,0.125,0.5
ਪੱਛਣਾ,0.0,0.0
ਖਿਤਿਜੀ,0.0,0.0
ਸਾਦਰਿਸ਼ਟਤਾ,0.375,0.375
ਡਰਿਆ,0.0,0.125
ਨਿਗਰਾਨੀ_ਰੱਖਣਾ,0.3068182,0.1875
ਤਰਾਂਬਾ,0.0,0.0
ਚੁੱਸਕੀ,0.25,0.1875
ਖੁੱਲਣਾ,0.0,0.0
ਦਲ੍ਹੀਜ,0.125,0.0
ਅਜਾਲ਼ੀ,0.0,0.0
ਤਮੋਗੁਣੀ,0.25,0.4375
ਅਧਵਾਟੇ,0.5625,0.25
ਜਖ਼ਮੀ_ਵਿਅਕਤੀ,0.0,0.25
ਐਲਾਨੇ,0.25,0.0
ਤੇਰਵਾਂ,0.0,0.0
ਗੁਆਂਢਣ,0.0,0.0
ਨੇਕੀ,0.66071427,0.16666667
ਨਾਕਾਮਯਾਬੀ,0.3125,0.40625
ਸੋਚਣੀ,0.0,0.0
ਜੁੱਟ,0.16666667,0.0
ਧੁੰਧ,0.0,0.125
ਹੱਠ_ਕਰਨਾ,0.125,0.4375
ਸੋਚਣਾ,0.425,0.4375
ਧੁੰਨ,0.28125,0.125
ਏਸ਼ੀਆਈ_ਰਾਸ਼ਟਰ,0.0,0.0
ਅਲਾਲਤ,0.0,0.25
ਜੁੱਧ,0.0,0.1875
ਨੀਵਾਂ_ਹੋਣਾ,0.125,0.40625
ਧੁੰਮ,0.29166666,0.25
ਦੁਨੀਆਦਾਰੀ,0.375,0.625
ਖਰੀਦ,0.125,0.0
ਦੁਨੀਆਦਾਰਾ,0.25,0.0
ਛਿੜਕ,0.0,0.0
ਦਵੰਦਵਾਦੀ,0.125,0.0
ਤਲਮਲਾਹਟ,0.25,0.375
ਅਵੱਗਿਆ,0.16666667,0.20833333
ਖਗ੍ਹੁ,0.0,0.0
ਜਰੀ,0.0,0.0
ਸਿਗਰਟ,0.0,0.0
ਅਪ੍ਰਾਪਤ,0.125,0.5625
ਬਾਲੂਦਾਰ,0.0,0.375
ਤਰੱਕੀਪਸੰਦ,0.625,0.25
ਅਣਵਿਵਸ਼ਥ,0.125,0.5833333
ਵਿਦੇਸ਼ੀ,0.0,0.125
ਤੂੰਬੂਰੀ,0.0,0.0
ਪੈਨਲਟੀ,0.375,0.3125
ਜਰਕ,0.125,0.125
ਪਸਰਣਸ਼ੀਲ,0.25,0.0
ਕੁੰਜੀ,0.125,0.0
ਨੇਤਰ,0.5,0.25
ਮਕਰੀ,0.0,0.0
ਮਕਰਾ,0.3125,0.0
ਖਰੋਚ,0.0,0.25
ਜਰਦ,0.0,0.5625
ਲਿਖਿਤ_ਪ੍ਰਮਾਣ,0.0,0.0
ਮਕਰੇ,0.3125,0.0
ਅਪਰਿਵਰਤਨ,0.0,0.0
ਨਾਮੁਆਫ਼ਕ,0.0,0.875
ਨੇਤਾ,0.0,0.0
ਪਰਛਾਵਾਂ,0.0,0.0
ਜਰਮ,0.0,0.0
ਰਤਹੀਨ,0.375,0.25
ਜਰਬ,0.0,0.5
ਕਨੂੰਨ,0.1875,0.125
ਮੁਲਾਯਮ,0.31126228,0.30920756
ਭਾਰਤੀ_ਰੁਪਇਆ,0.0,0.0
ਚੱਜ,0.25,0.0
ਅਜਾਰਾ,0.0,0.125
ਅਧਾਰਤ,0.0,0.0
ਜੂੜਾ,0.0,0.0
ਤਿਮਕਾ,0.125,0.5
ਰਿਆਇਤ,0.125,0.16666667
ਕੁਬਖਤ,0.0,1.0
ਜਲੀ,0.0,0.0
ਚੱਠ,0.0,0.0
ਚੱਟ,0.0,0.0
ਜਲੌ,0.4107143,0.21875
ਚੱਬ,0.0,0.375
ਜਲ਼ਨ,0.35,0.25
ਅਨਿੱਤ,0.25,0.275
ਧੂੜਾ,0.0,0.0
ਅਸਮਾਨ,0.125,0.4375
ਚੱਲ,0.0,0.0
ਹਉਮੈਂ_ਭਰਿਆ,0.25,0.32692307
ਮੁੜਣਾ,0.1875,0.0
ਕਿੱਲ੍ਹ,0.25,0.5
ਅਧਿਐਨ,0.25,0.0
ਛੁਟਕ,0.0,0.375
ਕਾਮ_ਵਾਸਨਾ,0.33333334,0.203125
ਮੌਜ਼ੂਦ,0.5,0.375
ਦ੍ਵੈਸ਼ਪੂਰਵਕ,0.375,0.625
ਅਭਮਾਨ,0.375,0.33333334
ਟੈਂਪਰ,0.0,0.4375
ਚੰਡ,0.0,0.0
ਚੰਟ,0.36875,0.4090909
ਵਜ਼ਨਦਾਰ,0.25,0.125
ਰਾਘਰ,0.0,0.0
ਸਿਹਰਾ,0.75,0.125
ਸੱਤਰਵਾਂ,0.0,0.0
ਤਰਿਆਕਲ,0.0,0.0
ਚੰਨ,0.125,0.125
ਅਪ੍ਰੋੜ,0.21659999,0.39885715
ਕਾਰਜ_ਕਰਨਾ,0.1875,0.375
ਚੰਦ,0.5,0.15625
ਚਿਤਾਰਨਾ,0.0,0.0
ਚੱਖ,0.33333334,0.16666667
ਗਣਤੰਤਰਿਕ,0.3125,0.25
ਟਕਰਾਉ,0.23214285,0.28125
ਹੌਜ਼ਰੀ,0.0,0.0
ਅਲਾਮਤ,0.25,0.125
ਪਛਾੜਨਾ,0.325,0.578125
ਟਕਰਾਅ,0.23214285,0.28125
ਚੰਮ,0.125,0.125
ਮਸ਼ਗੂਲ,0.0,0.0
ਝਕਾ,0.0,0.0
ਰਾਕਸ਼,0.0,0.5
ਜਾਣਕਾਰੀ,0.29166666,0.25
ਅਫ਼ਸੋਸਨਾਕ,0.3125,0.6666667
ਚਾਕੂ,0.0,0.0
ਸਾਰਦੂਲ,0.0,0.0
ਚਾਕੀ,0.1875,0.0
ਖਰੀਦਾਰ,0.0,0.0
ਖੁਨਾਮੀ,0.125,0.46875
ਗੁਣਗੁਣ,0.25,0.25
ਨੱਚਣ_ਵਾਲਾ,0.0,0.0
ਡਰੈਸ,0.125,0.0
ਕੁੰਚਰ,0.0,0.0
ਚਾਕਰ,0.0,0.375
ਭੁਗਤਣਾ,0.1875,0.44444445
ਵਿਗਿਆਪਨ,0.0,0.0
ਚੱਸ,0.33653846,0.16071428
ਅਪਣੱਤ,0.40625,0.29166666
ਕਮਤੀ,0.0,0.25
ਸ਼ਰਮੀਲਾ,0.375,0.0
ਅਦਾ_ਕਰਨਾ,0.16666667,0.0
ਠੋਸ_ਪਦਰਾਥ,0.45833334,0.47115386
ਚੇਟਕੀ,0.625,0.0
ਸੁਲ਼ਝਵਾ,0.0,0.125
ਤਿੱਗੁਣਾ,0.041666668,0.083333336
ਵਿਚਾਰਯੋਗ,0.25,0.0
ਨੀਗਰੋ,0.0,0.0
ਭਿੜਨਾ,0.10227273,0.14473684
ਅਟਕਾ,0.125,0.375
ਡਰਾਇਵਰ,0.0,0.0
ਕਮਤਰ,0.125,0.5208333
ਉੱਫਲ਼ਨਾ,0.0,0.0
ਰਾਖਾ,0.0625,0.0
ਦੁਖੀ,0.125,0.53125
ਫੱਕਣਾ,0.0,0.0
ਦੀਵਾ,0.3375,0.35576922
ਹਿਲ਼ਤਰ,0.3125,0.0
ਛੱਤ੍ਹੀਆਂ,0.0,0.0
ਕੁੰਗੂ,0.0,0.5
ਵਪਾਰ,0.0,0.0
ਪਹਿਚਾਣ_ਅੰਕ,0.225,0.21875
ਦੁਗਧ,0.125,0.0
ਹੁੱਜਤੀ,0.4375,0.25
ਢਹਿਆ_ਵਿਅਕਤੀ,0.0,0.5
ਸਿਵਲੀਅਨ,0.0,0.25
ਕਜ਼ਾਕਸਤਾਨ-ਵਾਸੀ,0.125,0.3125
ਜਵੀ,0.0,0.0
ਡੁਲਾਉਣਾ,0.25,0.0
ਜਸ਼ਨ,0.25,0.25
ਕੂਮਲੀ,0.0,0.0
ਰੂਸੀ_ਭਾਸ਼ਾ,0.0,0.0
ਪਰੀਸ਼ਦ,0.0,0.125
ਕੁਆਰਪਣ,0.375,0.0
ਵਿਗਿਆਨਕ,0.0,0.0
ਅਨੁਭਵ,0.25,0.1875
ਕਾਰਜ_ਕਰਤਾ,0.3125,0.1875
ਜੰਗਬਾਜੀ,0.375,0.25
ਬਰੇਕ,0.0,0.0
ਅੱਧੋਰਾਣਾ,0.375,0.29166666
ਨਿਗੁਰਾ,0.25,0.3125
ਮੁੜਨਾ,0.0,0.0
ਵਾਰਨਿਸ਼,0.0,0.0
ਠਕਠਕਾਉਣਾ,0.16666667,0.5
ਹਠੀਲਾਪਣ,0.25,0.32692307
ਗੁਣਗਾਨ,0.0,0.0
ਗਿਣਤਾਰ,0.0,0.0
ਨੇਫਲ,0.0,0.375
ਗ੍ਰਹਿਣ,0.25,0.0
ਤਤਕਾਲਿਕ,0.25,0.375
ਬੇਖ਼ਬਰ,0.25,0.3392857
ਭਾਗਵਾਨ,0.875,0.0
ਬੇਕਦਰ,0.0,0.625
ਹਾਸੋਹੀਣਾ,0.5,0.25
ਸਧਾਰਨੀਕਰਿਤ,0.25,0.25
ਸੁਝਾਊ,0.21875,0.3125
ਦੇਹਲੀ,0.0625,0.0
ਮਕਸਦ,0.0,0.0
ਅਕਸਮਾਤ,0.125,0.125
ਸਿੰਚਾਈ_ਕਰਨਾ,0.0,0.0
ਤ੍ਰਿਸੂਲ,0.0,0.0
ਨਾਲੋਂ,0.0,0.0
ਸਟਾਂਪ,0.0,0.0
ਸਿਖਲਾਈਆਂ,0.0,0.0
ਖਤਮਕਰਨਾ,0.125,0.75
